subject,field,value,source,observed,confidence,note,license
jan-van-galenstraat-49,photo_heading,47.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
javastraat-104,coordinate,"52.3638333,4.9368333",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 64.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
javastraat-104,key_photo,PicturesOriginal/IMG_0450.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
javastraat-104,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
javastraat-104,photo_heading,64.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
jonge-roelensteeg-12,coordinate,"52.372,4.8908333",photos-2009,2009-10-16,0.6,"own GPS, DOP 10.0, camera bearing 64.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
jonge-roelensteeg-12,key_photo,PicturesOriginal/IMG_1203.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
jonge-roelensteeg-12,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
jonge-roelensteeg-12,photo_heading,64.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
katrijpstraat-301,coordinate,"52.3938333,4.9531667",photos-2009,2009-10-18,0.9,"own GPS, DOP 3.0, camera bearing 144.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
katrijpstraat-301,key_photo,PicturesOriginal/IMG_1281.JPG,photos-2009,2009-10-18,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
katrijpstraat-301,trading,true,photos-2009,2009-10-18,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
katrijpstraat-301,photo_heading,144.9,photos-2009,2009-10-18,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
kerkstraat-39,coordinate,"52.3655,4.8853333",photos-2009,2009-10-06,0.9,"own GPS, DOP 5.0, camera bearing 38.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
kerkstraat-39,key_photo,PicturesOriginal/IMG_0172.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
kerkstraat-39,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
kerkstraat-39,photo_heading,38.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
kerkstraat-51,coordinate,"52.3655,4.8853333",photos-2009,2009-10-06,0.9,"own GPS, DOP 5.0, camera bearing 58.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
kerkstraat-51,key_photo,PicturesOriginal/IMG_0175.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
kerkstraat-51,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
kerkstraat-51,photo_heading,58.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-4,coordinate,"52.372,4.8991667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 322.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-4,key_photo,PicturesOriginal/IMG_1029.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-4,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-4,photo_heading,322.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-42,coordinate,"52.3713333,4.8986667",photos-2009,2009-10-16,0.9,"own GPS, DOP 1.0, camera bearing 190.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-42,key_photo,PicturesOriginal/IMG_1035.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-42,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-42,photo_heading,190.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-60,coordinate,"52.37,4.8976667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 298.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-60,key_photo,PicturesOriginal/IMG_1039.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-60,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-60,photo_heading,298.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-62,coordinate,"52.37,4.8978333",photos-2009,2009-11-08,0.6,"own GPS, camera bearing 32.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-62,key_photo,PicturesOriginal/IMG_5038.JPG,photos-2009,2009-11-08,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-62,trading,true,photos-2009,2009-11-08,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
kloveniersburgwal-62,photo_heading,32.9,photos-2009,2009-11-08,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
kolksteeg-10,coordinate,"52.376,4.896",photos-2009,2009-10-04,0.6,"own GPS, camera bearing 323.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
kolksteeg-10,key_photo,PicturesOriginal/IMG_0044.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
kolksteeg-10,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
kolksteeg-10,photo_heading,323.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
korte-koningsstraat-2,coordinate,"52.372,4.9026667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 83.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
korte-koningsstraat-2,key_photo,PicturesOriginal/IMG_1012.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
korte-koningsstraat-2,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
korte-koningsstraat-2,photo_heading,83.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
korte-leidsedwarsstraat-145,coordinate,"52.3631667,4.8855",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 328.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
korte-leidsedwarsstraat-145,key_photo,PicturesOriginal/IMG_0871.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
korte-leidsedwarsstraat-145,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
korte-leidsedwarsstraat-145,photo_heading,328.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
korte-leidsedwarsstraat-77,coordinate,"52.364,4.884",photos-2009,2009-10-06,0.9,"own GPS, DOP 5.0, camera bearing 348.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
korte-leidsedwarsstraat-77,key_photo,PicturesOriginal/IMG_0190.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
korte-leidsedwarsstraat-77,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
korte-leidsedwarsstraat-77,photo_heading,348.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
krugerplein-22,coordinate,"52.354,4.9193333",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 339.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
krugerplein-22,key_photo,PicturesOriginal/IMG_0498.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
krugerplein-22,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
krugerplein-22,photo_heading,339.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
lange-leidsedwarsstraat-41,coordinate,"52.3643333,4.8846667",photos-2009,2009-10-06,0.9,"own GPS, DOP 5.0, camera bearing 334.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
lange-leidsedwarsstraat-41,key_photo,PicturesOriginal/IMG_0184.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
lange-leidsedwarsstraat-41,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
lange-leidsedwarsstraat-41,photo_heading,334.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-25,coordinate,"52.375,4.8988333",photos-2009,2009-10-04,0.9,"own GPS, DOP 3.0, camera bearing 311.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-25,key_photo,PicturesOriginal/IMG_0038.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-25,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-25,photo_heading,311.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-27,coordinate,"52.375,4.8993333",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 335.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-27,key_photo,PicturesOriginal/IMG_1248.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-27,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-27,photo_heading,335.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-7,coordinate,"52.375,4.8985",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 269.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-7,key_photo,PicturesOriginal/IMG_1256.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-7,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
lange-niezel-7,photo_heading,269.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
langebrugsteeg-7a,coordinate,"52.3696667,4.8928333",photos-2009,2009-10-16,0.9,"own GPS, DOP 5.0, camera bearing 282.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
langebrugsteeg-7a,key_photo,PicturesOriginal/IMG_1054.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
langebrugsteeg-7a,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
langebrugsteeg-7a,photo_heading,282.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
leidseplein-17,coordinate,"52.3641667,4.8833333",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 139.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
leidseplein-17,key_photo,PicturesOriginal/IMG_0194.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
leidseplein-17,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
leidseplein-17,photo_heading,139.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
linnaeusstraat-83,coordinate,"52.3596667,4.9256667",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 351.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
linnaeusstraat-83,key_photo,PicturesOriginal/IMG_0441.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
linnaeusstraat-83,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
linnaeusstraat-83,photo_heading,351.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
lodewijk-van-deysselstraat-37,coordinate,"52.3771667,4.8163333",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 172.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
lodewijk-van-deysselstraat-37,key_photo,PicturesOriginal/IMG_0691.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
lodewijk-van-deysselstraat-37,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
lodewijk-van-deysselstraat-37,photo_heading,172.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-194,coordinate,"52.3713333,4.8765",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 329.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-194,key_photo,PicturesOriginal/IMG_0201.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-194,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-194,photo_heading,329.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-333,coordinate,"52.3726667,4.8758333",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 159.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-333,key_photo,PicturesOriginal/IMG_0204.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-333,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-333,photo_heading,159.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-383,coordinate,"52.3658333,4.8801667",photos-2009,2009-10-15,0.9,"own GPS, DOP 5.0",CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-383,key_photo,PicturesOriginal/IMG_0884.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-383,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-92,coordinate,"52.3791667,4.8796667",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 257.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-92,key_photo,PicturesOriginal/IMG_0927.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-92,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
marnixstraat-92,photo_heading,257.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
meer-en-vaart-177b,coordinate,"52.3601667,4.8076667",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 303.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
meer-en-vaart-177b,key_photo,PicturesOriginal/IMG_0679.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
meer-en-vaart-177b,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
meer-en-vaart-177b,photo_heading,303.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nassaukade-33,coordinate,"52.3825,4.8798333",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 352.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nassaukade-33,key_photo,PicturesOriginal/IMG_0939.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nassaukade-33,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nassaukade-33,photo_heading,352.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
niasstraat-1,coordinate,"52.3651667,4.9396667",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 273.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
niasstraat-1,key_photo,PicturesOriginal/IMG_0452.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
niasstraat-1,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
niasstraat-1,photo_heading,273.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
niasstraat-31,coordinate,"52.365,4.9415",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 310.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
niasstraat-31,key_photo,PicturesOriginal/IMG_0457.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
niasstraat-31,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
niasstraat-31,photo_heading,310.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwe-herengracht-71,coordinate,"52.3673333,4.9066667",photos-2009,2009-10-04,0.9,"own GPS, DOP 5.0, camera bearing 169.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwe-herengracht-71,key_photo,PicturesOriginal/IMG_0059.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwe-herengracht-71,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwe-herengracht-71,photo_heading,169.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwe-nieuwstraat-32,coordinate,"52.3753333,4.8936667",photos-2009,2009-10-16,0.6,"own GPS, camera bearing 237.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwe-nieuwstraat-32,key_photo,PicturesOriginal/IMG_1162.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwe-nieuwstraat-32,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwe-nieuwstraat-32,photo_heading,237.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwebrugsteeg-24,coordinate,"52.3765,4.9",photos-2009,2009-10-04,0.6,"own GPS, camera bearing 257.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwebrugsteeg-24,key_photo,PicturesOriginal/IMG_0029.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwebrugsteeg-24,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwebrugsteeg-24,photo_heading,257.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-1,coordinate,"52.3788333,4.8946667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 353.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-1,key_photo,PicturesOriginal/IMG_0369.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-1,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-1,photo_heading,353.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-30,coordinate,"52.3783333,4.8953333",photos-2009,2009-10-06,0.9,"own GPS, DOP 5.0, camera bearing 276.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-30,key_photo,PicturesOriginal/IMG_0366.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-30,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-30,photo_heading,276.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-32,coordinate,"52.378,4.8961667",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 117.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-32,key_photo,PicturesOriginal/IMG_0361.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-32,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-32,photo_heading,117.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-89,coordinate,"52.3768333,4.8963333",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 16.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-89,key_photo,PicturesOriginal/IMG_0345.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-89,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwendijk-89,photo_heading,16.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-kolk-21,coordinate,"52.3763333,4.8943333",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 314.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-kolk-21,key_photo,PicturesOriginal/IMG_0300.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-kolk-21,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-kolk-21,photo_heading,314.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-132,coordinate,"52.3751667,4.8918333",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 347.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-132,key_photo,PicturesOriginal/IMG_1171.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-132,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-132,photo_heading,347.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-59,coordinate,"52.376,4.8931667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 94.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-59,key_photo,PicturesOriginal/IMG_0303.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-59,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-59,photo_heading,94.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-87a,coordinate,"52.3755,4.8923333",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 16.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-87a,key_photo,PicturesOriginal/IMG_0306.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-87a,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwezijds-voorburgwal-87a,photo_heading,16.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
