subject,field,value,source,observed,confidence,note,license
dusartstraat-22,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
dusartstraat-22,photo_heading,127.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
dusartstraat-57,coordinate,"52.351,4.8893333",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 190.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
dusartstraat-57,key_photo,PicturesOriginal/IMG_0547.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
dusartstraat-57,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
dusartstraat-57,photo_heading,190.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
elandsgracht-3,coordinate,"52.3701667,4.8821667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 168.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
elandsgracht-3,key_photo,PicturesOriginal/IMG_0208.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
elandsgracht-3,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
elandsgracht-3,photo_heading,168.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
elandsgracht-53,coordinate,"52.3695,4.88",photos-2009,2009-10-06,0.6,"own GPS, DOP 10.0, camera bearing 123.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
elandsgracht-53,key_photo,PicturesOriginal/IMG_0196.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
elandsgracht-53,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
elandsgracht-53,photo_heading,123.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-123,coordinate,"52.3738333,4.8725",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 81.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-123,key_photo,PicturesOriginal/IMG_0902.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-123,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-123,photo_heading,81.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-22,coordinate,"52.3778333,4.8746667",photos-2009,2009-10-15,0.9,"own GPS, DOP 0.5, camera bearing 136.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-22,key_photo,PicturesOriginal/IMG_0923.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-22,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-22,photo_heading,136.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-69,coordinate,"52.3758333,4.8735",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 48.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-69,key_photo,PicturesOriginal/IMG_0916.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-69,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
frederik-hendrikstraat-69,photo_heading,48.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
geldersekade-2,coordinate,"52.3763333,4.9018333",photos-2009,2009-10-04,0.9,"own GPS, DOP 5.0, camera bearing 141.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
geldersekade-2,key_photo,PicturesOriginal/IMG_0033.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
geldersekade-2,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
geldersekade-2,photo_heading,141.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
geldersekade-54,coordinate,"52.3751667,4.9016667",photos-2009,2009-10-04,0.9,"own GPS, DOP 5.0, camera bearing 136.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
geldersekade-54,key_photo,PicturesOriginal/IMG_0035.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
geldersekade-54,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
geldersekade-54,photo_heading,136.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
gerard-doustraat-188,coordinate,"52.3566667,4.8958333",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 188.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
gerard-doustraat-188,key_photo,PicturesOriginal/IMG_0595.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
gerard-doustraat-188,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
gerard-doustraat-188,photo_heading,188.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
gerard-doustraat-85,coordinate,"52.3558333,4.892",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 267.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
gerard-doustraat-85,key_photo,PicturesOriginal/IMG_0577.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
gerard-doustraat-85,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
gerard-doustraat-85,photo_heading,267.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
gillis-van-ledenberchstraat-135,coordinate,"52.3751667,4.8711667",photos-2009,2009-10-15,0.9,"own GPS, DOP 1.0, camera bearing 338.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
gillis-van-ledenberchstraat-135,key_photo,PicturesOriginal/IMG_0909.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
gillis-van-ledenberchstraat-135,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
gillis-van-ledenberchstraat-135,photo_heading,338.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
gravenstraat-5,coordinate,"52.3741667,4.8933333",photos-2009,2009-10-16,0.9,"own GPS, DOP 5.0, camera bearing 225.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
gravenstraat-5,key_photo,PicturesOriginal/IMG_1189.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
gravenstraat-5,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
gravenstraat-5,photo_heading,225.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
gravenstraat-9,coordinate,"52.3741667,4.8926667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 207.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
gravenstraat-9,key_photo,PicturesOriginal/IMG_1196.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
gravenstraat-9,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
gravenstraat-9,photo_heading,207.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-102,coordinate,"52.3805,4.8911667",photos-2009,2009-10-27,0.9,"own GPS, DOP 5.0, camera bearing 335.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-102,key_photo,PicturesOriginal/IMG_3025.JPG,photos-2009,2009-10-27,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-102,trading,true,photos-2009,2009-10-27,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-102,photo_heading,335.9,photos-2009,2009-10-27,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-34,coordinate,"52.3798333,4.8931667",photos-2009,2009-10-15,0.9,"own GPS, DOP 1.0, camera bearing 269.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-34,key_photo,PicturesOriginal/IMG_0987.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-34,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-34,photo_heading,269.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-44,coordinate,"52.3801667,4.8928333",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 100.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-44,key_photo,PicturesOriginal/IMG_0980.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-44,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-44,photo_heading,100.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-6,coordinate,"52.3795,4.8936667",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 293.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-6,key_photo,PicturesOriginal/IMG_0991.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-6,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-6,photo_heading,293.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-63,coordinate,"52.38,4.8928333",photos-2009,2009-10-15,0.6,"own GPS, camera bearing 165.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-63,key_photo,PicturesOriginal/IMG_0982.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-63,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-63,photo_heading,165.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-64,coordinate,"52.3803333,4.892",photos-2009,2009-10-15,0.9,"own GPS, DOP 1.0, camera bearing 56.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-64,key_photo,PicturesOriginal/IMG_0976.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-64,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
haarlemmerstraat-64,photo_heading,56.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
halvemaansteeg-1,coordinate,"52.367,4.8958333",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 35.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
halvemaansteeg-1,key_photo,PicturesOriginal/IMG_0138.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
halvemaansteeg-1,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
halvemaansteeg-1,photo_heading,35.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
halvemaansteeg-5,coordinate,"52.367,4.8958333",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 35.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
halvemaansteeg-5,key_photo,PicturesOriginal/IMG_0136.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
halvemaansteeg-5,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
halvemaansteeg-5,photo_heading,35.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
handboogstraat-29,coordinate,"52.3686667,4.8891667",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 67.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
handboogstraat-29,key_photo,PicturesOriginal/IMG_0242.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
handboogstraat-29,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
handboogstraat-29,photo_heading,67.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
haringpakkerssteeg-3,coordinate,"52.3766667,4.8978333",photos-2009,2009-10-16,0.6,"own GPS, camera bearing 325.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
haringpakkerssteeg-3,key_photo,PicturesOriginal/IMG_1160.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
haringpakkerssteeg-3,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
haringpakkerssteeg-3,photo_heading,325.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
haringpakkerssteeg-8,coordinate,"52.3766667,4.8978333",photos-2009,2009-10-16,0.6,"own GPS, camera bearing 348.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
haringpakkerssteeg-8,key_photo,PicturesOriginal/IMG_1156.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
haringpakkerssteeg-8,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
haringpakkerssteeg-8,photo_heading,348.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
hazenstraat-15,coordinate,"52.3706667,4.88",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 349.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
hazenstraat-15,key_photo,PicturesOriginal/IMG_1096.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
hazenstraat-15,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
hazenstraat-15,photo_heading,349.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
heisteeg-6,coordinate,"52.3688333,4.8881667",photos-2009,2009-10-16,0.9,"own GPS, DOP 5.0, camera bearing 294.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
heisteeg-6,key_photo,PicturesOriginal/IMG_1075.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
heisteeg-6,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
heisteeg-6,photo_heading,294.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
hekelveld-7,coordinate,"52.3776667,4.8956667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 318.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
hekelveld-7,key_photo,PicturesOriginal/IMG_0356.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
hekelveld-7,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
hekelveld-7,photo_heading,318.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
hemonystraat-16,coordinate,"52.3575,4.9021667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 198.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
hemonystraat-16,key_photo,PicturesOriginal/IMG_0633.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
hemonystraat-16,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
hemonystraat-16,photo_heading,198.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
herengracht-133,coordinate,"52.3756667,4.889",photos-2009,2009-10-15,0.9,"own GPS, DOP 5.0, camera bearing 64.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
herengracht-133,key_photo,PicturesOriginal/IMG_0999.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
herengracht-133,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
herengracht-133,photo_heading,64.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
herengracht-287,coordinate,"52.3706667,4.887",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 34.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
herengracht-287,key_photo,PicturesOriginal/IMG_1208.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
herengracht-287,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
herengracht-287,photo_heading,34.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
hoofdweg-174,coordinate,"52.3655,4.8531667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 140.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
hoofdweg-174,key_photo,PicturesOriginal/IMG_0741.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
hoofdweg-174,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
hoofdweg-174,photo_heading,140.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
hoofdweg-226,coordinate,"52.3668333,4.8526667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 96.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
hoofdweg-226,key_photo,PicturesOriginal/IMG_0738.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
hoofdweg-226,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
hoofdweg-226,photo_heading,96.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
hudsonstraat-138,coordinate,"52.3688333,4.8528333",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 44.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
hudsonstraat-138,key_photo,PicturesOriginal/IMG_0724.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
hudsonstraat-138,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
hudsonstraat-138,photo_heading,44.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
hudsonstraat-156,coordinate,"52.3696667,4.8523333",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 68.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
hudsonstraat-156,key_photo,PicturesOriginal/IMG_0730.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
hudsonstraat-156,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
hudsonstraat-156,photo_heading,68.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
huidenstraat-13,coordinate,"52.3688333,4.8855",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 133.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
huidenstraat-13,key_photo,PicturesOriginal/IMG_1078.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
huidenstraat-13,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
huidenstraat-13,photo_heading,133.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
jan-hanzenstraat-109,coordinate,"52.3676667,4.8638333",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 97.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
jan-hanzenstraat-109,key_photo,PicturesOriginal/IMG_0789.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
jan-hanzenstraat-109,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
jan-hanzenstraat-109,photo_heading,97.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
jan-pieter-heijestraat-82,coordinate,"52.3638333,4.8631667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 300.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
jan-pieter-heijestraat-82,key_photo,PicturesOriginal/IMG_0797.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
jan-pieter-heijestraat-82,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
jan-pieter-heijestraat-82,photo_heading,300.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
jan-pieter-heijestraat-96,coordinate,"52.3638333,4.8635",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 233.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
jan-pieter-heijestraat-96,key_photo,PicturesOriginal/IMG_0793.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
jan-pieter-heijestraat-96,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
jan-pieter-heijestraat-96,photo_heading,233.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-147,coordinate,"52.3743333,4.8571667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 214.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-147,key_photo,PicturesOriginal/IMG_0698.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-147,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-147,photo_heading,214.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-285,coordinate,"52.3728333,4.8491667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 106.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-285,key_photo,PicturesOriginal/IMG_0719.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-285,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-285,photo_heading,106.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-49,coordinate,"52.3751667,4.8635",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 47.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-49,key_photo,PicturesOriginal/IMG_0706.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
jan-van-galenstraat-49,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
